,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
7/1/2020,145,27.82,27.16,27.16,27.16,27.16,27.16,28.28,28.28,28.28,28.28,28.28,27.16,27.16,27.16,27.16,27.16,27.16,31.06,30,30.75,32.1,30
7/1/2020,146,27.82,27.08,27.08,27.08,27.08,27.08,28.34,28.34,28.34,28.34,28.34,27.08,27.08,27.08,27.08,27.08,27.08,31.04,31.1,31.03,31.07,30.98
7/1/2020,147,27.83,27.02,27.02,27.02,27.02,27.02,28.47,28.47,28.47,28.47,28.47,27.02,27.02,27.02,27.02,27.02,27.02,29.9,29.9,29.88,29.99,29.78
7/1/2020,148,27.67,26.98,26.98,26.98,26.98,26.98,28.11,28.11,28.11,28.11,28.11,26.98,26.98,26.98,26.98,26.98,26.98,29.89,29.02,29,29.05,29
7/1/2020,149,27.99,27.18,27.18,27.18,27.18,27.18,28.7,28.7,28.7,28.7,28.7,27.18,27.18,27.18,27.18,27.18,27.18,29.65,29.65,29.65,29.65,29.65
7/1/2020,150,29.03,28.8,28.8,28.8,28.8,28.8,28.8,28.8,29.46,29.46,29.46,28.13,28.13,28.13,28.8,28.8,28.8,32.08,31.79,31.78,31.79,31.79
7/1/2020,151,29.79,29.96,29.96,29.96,29.96,29.96,30.62,30.62,29.96,29.96,29.96,28.21,28.21,28.21,29.96,29.96,29.96,40.87,40.84,40.87,40.87,38.73
7/1/2020,152,30.74,29.82,29.82,30.96,37.6,30.96,37.6,37.6,30.96,30.96,30.96,29.55,29.55,29.55,37.6,37.6,37.6,49.01,49.01,49.01,49.01,49.01
7/1/2020,153,31.12,29.78,29.78,31.15,46.99,31.15,46.99,46.99,31.15,31.15,31.15,29.78,29.78,29.78,46.99,46.99,46.99,51.09,51.09,51.09,51.09,51.09
7/1/2020,154,31.05,29.83,29.83,30.95,44.05,30.95,47.07,47.07,30.95,30.95,30.95,29.83,29.83,29.83,44.05,44.05,44.05,51.12,51.12,51.12,51.12,51.12
7/1/2020,155,30.93,29.92,29.92,30.7,47.06,30.7,47.06,47.06,30.7,30.7,30.7,29.92,29.92,29.92,47.06,47.06,47.06,49.83,49.83,49.83,49.83,49.83
7/1/2020,156,30.75,29.96,29.96,30.57,44.08,30.57,46.98,46.98,30.57,30.57,30.57,29.96,29.96,29.96,44.08,44.08,44.08,49.16,49.16,49.16,49.16,49.16
7/1/2020,157,30.57,30.15,30.15,30.48,42.03,30.48,42.03,42.03,30.48,30.48,30.48,30.15,30.15,30.15,42.03,42.03,42.03,48.43,48.43,48.43,48.43,48.43
7/1/2020,158,30.59,30.36,30.36,30.49,42.37,30.49,42.37,42.37,30.49,30.49,30.49,30.36,30.36,30.36,42.37,42.37,42.37,47.99,47.99,47.99,47.99,47.99
7/1/2020,159,30.5,30.33,30.33,30.5,33.05,30.5,33.05,33.05,30.5,30.5,30.5,30.33,30.33,30.33,33.05,33.05,33.05,47.41,47.2,47.41,47.24,46.22
7/1/2020,160,30.63,29.97,29.97,30.84,33.05,30.84,30.84,33.05,30.84,30.84,30.84,29.97,29.97,29.97,33.05,33.05,33.05,45.87,45.38,45.87,45.48,43.1
7/1/2020,161,30.54,29.9,29.9,30.71,37,30.71,30.71,37,30.71,30.71,30.71,29.9,29.9,29.9,37,37,37,45.9,45.9,45.9,45.9,45.9
7/1/2020,162,30.33,29.75,29.75,30.54,33.04,30.54,30.54,33.04,30.54,30.54,30.54,29.75,29.75,29.75,33.04,33.04,33.04,47.96,47.96,47.96,47.96,47.96
7/1/2020,163,30.01,29.8,29.8,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,29.8,29.8,29.8,30.18,30.18,30.18,48.11,48.11,48.11,48.11,48.11
7/1/2020,164,29.45,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,29.46,44.91,40.89,43.63,49.05,40.89
7/1/2020,165,28.62,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,28.63,43.06,30.36,33.6,47.34,30.1
7/1/2020,166,27.96,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,27.98,35.01,36.39,32.93,35.31,32.93
7/1/2020,167,27.05,26.93,26.93,26.93,26.93,26.93,26.93,26.93,27.41,27.41,27.41,26.93,26.93,26.93,26.93,26.93,26.93,35.02,31.55,31.29,35.21,31
7/1/2020,168,25.88,24.21,24.21,24.21,24.21,24.21,24.21,24.21,27.61,27.61,27.61,24.21,24.21,24.21,24.21,24.21,24.21,33.07,32.85,26.28,34.52,31.3
8/1/2020,169,20.47,18.95,18.95,18.95,18.95,18.95,18.95,18.95,24.46,24.46,24.46,19.29,19.29,19.29,22.07,22.07,22.07,41.48,28.9,18.95,28.9,25.27
8/1/2020,170,19.37,4.96,4.96,4.96,4.96,4.96,4.96,4.96,24.82,24.82,24.82,18.63,18.63,18.63,4.96,4.96,4.96,39.3,27.28,4.96,27.28,25.77
8/1/2020,171,5.08,0.1,0.1,0.1,0.1,0.1,0.1,0.1,22.5,22.5,22.5,16.92,16.92,16.92,0.1,0.1,0.1,37.85,24.6,0.1,26.16,23.24
8/1/2020,172,4.9,0.11,0.11,0.11,0.11,0.11,0.11,0.11,20.42,20.42,20.42,15.52,15.52,15.52,0.11,0.11,0.11,35.09,20.86,0.11,20.86,19.76
8/1/2020,173,6.74,1.75,1.75,1.75,1.75,1.75,1.75,1.75,20.01,20.01,20.01,15.52,15.52,15.52,1.75,1.75,1.75,36.8,19.36,1.75,20.35,19.28
8/1/2020,174,21.06,20.74,20.74,20.74,20.74,20.74,20.74,20.74,23,23,23,20.74,20.74,20.74,22.03,22.03,22.03,42.6,25,20.74,28.52,23.86
8/1/2020,175,25.87,25.57,25.57,25.57,25.57,25.57,25.57,25.57,26.2,26.2,26.2,25.57,25.57,25.57,25.57,25.57,25.57,45.98,33.05,25.57,33.05,27.7
8/1/2020,176,26.96,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,26.99,48.3,40.24,32.47,41.17,40.07
8/1/2020,177,27.27,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,27.34,46.44,43.43,33.07,44.5,42.66
8/1/2020,178,27.46,27.24,27.24,27.24,27.24,27.24,27.92,27.92,27.92,27.92,27.92,27.24,27.24,27.24,27.24,27.24,27.24,46.09,44.03,33.05,43.9,44.21
8/1/2020,179,27.59,27.25,27.25,27.25,27.25,27.25,28.03,28.03,28.03,28.03,28.03,27.25,27.25,27.25,27.25,27.25,27.25,46.15,45.98,34.18,43.74,46.17
8/1/2020,180,27.6,27.27,27.27,27.27,27.27,27.27,28.02,28.02,28.02,28.02,28.02,27.27,27.27,27.27,27.27,27.27,27.27,46.93,45.99,39.63,43.76,46.18
8/1/2020,181,27.6,27.29,27.29,27.29,27.29,27.29,28,28,28,28,28,27.29,27.29,27.29,27.29,27.29,27.29,45.99,46.1,41.35,44.5,46.85
8/1/2020,182,27.63,27.38,27.38,27.38,27.38,27.38,27.98,27.98,27.98,27.98,27.98,27.38,27.38,27.38,27.38,27.38,27.38,45.97,44.9,44.83,44.95,44.9
8/1/2020,183,27.88,27.65,27.65,27.65,27.65,27.65,28.06,28.06,28.06,28.06,28.06,27.65,27.65,27.65,27.65,27.65,27.65,46.04,46.04,46.04,46.04,46.04
8/1/2020,184,28.13,27.85,27.85,28.44,28.44,28.44,28.44,28.44,28.44,28.44,28.44,27.85,27.85,27.85,28.44,28.44,28.44,46.33,46.33,46.33,46.33,46.33
8/1/2020,185,28.55,27.82,27.82,28.88,28.88,28.88,28.88,28.88,28.88,28.88,28.88,27.82,27.82,27.82,28.88,28.88,28.88,47.9,47.9,47.9,47.9,47.9
8/1/2020,186,28.71,27.62,27.62,29.02,34.05,29.02,39.07,39.07,29.02,29.02,29.02,27.62,27.62,27.62,34.05,34.05,34.05,52.16,55.06,51.21,53.53,58.92
8/1/2020,187,28.68,27.63,27.63,28.95,46.71,28.95,42.94,46.71,28.95,28.95,28.95,27.63,27.63,27.63,46.71,46.71,46.71,55.92,55.92,55.92,55.92,55.92
8/1/2020,188,28.45,27.64,27.64,28.72,36.12,28.72,36.12,36.12,28.72,28.72,28.72,27.64,27.64,27.64,36.12,36.12,36.12,54.15,55.93,53.69,54.94,56.67
8/1/2020,189,28.06,27.33,27.33,27.33,29.03,27.33,29.03,29.03,28.6,28.6,28.6,27.33,27.33,27.33,29.03,29.03,29.03,48.1,48.1,48.1,48.1,48.1
8/1/2020,190,27.76,27.06,27.06,27.06,27.06,27.06,29.75,29.75,28.51,28.51,28.51,27.06,27.06,27.06,27.06,27.06,27.06,44.92,44.92,44.92,44.92,44.92
8/1/2020,191,27.1,26.27,26.27,26.27,26.27,26.27,29.88,29.88,28.17,28.17,28.17,26.27,26.27,26.27,26.27,26.27,26.27,42.09,41.64,41.67,41.67,41.51
8/1/2020,192,26.46,24.29,24.29,24.29,24.29,24.29,27.93,27.93,27.93,27.93,27.93,24.29,24.29,24.29,24.29,24.29,24.29,39.41,39.41,39.41,39.41,39.41
9/1/2020,193,23.65,21.42,21.42,21.42,21.42,21.42,25.21,25.21,25.21,25.21,25.21,21.42,21.42,21.42,21.42,21.42,21.42,34.08,34.08,34.08,34.08,34.08
9/1/2020,194,23.53,20.56,20.56,20.56,20.56,20.56,25.34,25.34,25.34,25.34,25.34,20.56,20.56,20.56,20.56,20.56,20.56,32.2,32.2,32.2,32.2,32.2
9/1/2020,195,23.61,19.98,19.98,19.98,19.98,19.98,27.74,27.74,25.65,25.65,25.65,19.98,19.98,19.98,19.98,19.98,19.98,32.56,32.56,32.56,32.56,32.56
9/1/2020,196,23.95,21.08,21.08,21.08,21.08,21.08,32.11,32.11,25.72,25.72,25.72,21.08,21.08,21.08,21.08,21.08,21.08,32.35,31.08,32.35,30.42,32.11
9/1/2020,197,24.89,23.33,23.33,23.33,23.33,23.33,29,29,25.93,25.93,25.93,23.33,23.33,23.33,23.33,23.33,23.33,31.04,28.86,29,28.8,29
9/1/2020,198,26.16,26.24,26.24,26.24,26.24,26.24,28.1,28.1,26.24,26.24,26.24,24.89,24.89,24.89,26.24,26.24,26.24,35.04,28.92,30.86,28.87,29
9/1/2020,199,26.48,26.53,26.53,26.6,36.17,26.6,36.17,36.17,26.6,26.6,26.6,25.87,25.87,25.87,36.17,36.17,36.17,45.33,35.21,38.95,34.99,35.28
9/1/2020,200,27.35,26.14,26.14,27.7,45.74,27.7,46.5,46.5,27.7,27.7,27.7,26.14,26.14,26.14,45.74,45.74,45.74,46.92,46.27,46.86,46.16,46.5
9/1/2020,201,27.86,26.36,26.36,28.25,46.76,28.25,47.85,47.85,28.25,28.25,28.25,26.36,26.36,26.36,46.76,46.76,46.76,47.92,47.63,47.92,47.51,47.85
9/1/2020,202,27.83,26.54,26.54,28.31,44.59,28.31,45.68,45.68,28.31,28.31,28.31,26.54,26.54,26.54,44.59,44.59,44.59,45.94,45.68,45.68,45.68,45.68
9/1/2020,203,27.92,26.64,26.64,28.4,42.56,28.4,43.61,43.61,28.4,28.4,28.4,26.64,26.64,26.64,42.56,42.56,42.56,45.09,43.61,43.61,43.61,43.61
9/1/2020,204,27.92,26.71,26.71,28.37,39.04,28.37,40,40,28.37,28.37,28.37,26.71,26.71,26.71,39.04,39.04,39.04,45.27,40.17,40,40.17,40
9/1/2020,205,27.93,26.9,26.9,28.29,36.17,28.29,36.17,36.17,28.29,28.29,28.29,26.9,26.9,26.9,36.17,36.17,36.17,45.22,37.33,37.06,37.67,37.06
9/1/2020,206,27.92,26.96,26.96,28.37,32.64,28.37,32.64,32.64,28.37,28.37,28.37,26.96,26.96,26.96,32.64,32.64,32.64,45.23,34.04,33.45,34.04,34.04
9/1/2020,207,28.08,27.13,27.13,30.9,31.43,30.9,31.43,31.43,28.5,28.5,28.5,27.13,27.13,27.13,31.43,31.43,31.43,45.91,32.9,32.2,32.9,32.9
9/1/2020,208,28.28,27.27,27.27,31.1,31.1,31.1,31.1,31.1,28.76,28.76,28.76,27.27,27.27,27.27,31.1,31.1,31.1,45.21,32.54,31.86,32.54,32.54
9/1/2020,209,28.44,27.35,27.35,32.59,32.59,32.59,32.59,32.59,28.98,28.98,28.98,27.35,27.35,27.08,44.74,44.74,44.74,45,33.21,32.59,33.21,33.21
9/1/2020,210,28.69,27.33,27.33,42.85,42.85,42.85,42.85,42.85,28.91,28.91,28.91,27.33,27.33,26.95,42.85,42.85,42.85,45,42.93,42.85,42.85,42.93
9/1/2020,211,28.58,27.35,27.35,40.72,40.72,40.72,40.72,40.72,28.71,28.71,28.71,27.35,27.35,26.91,40.72,40.72,40.72,44.97,45.63,41.73,44.23,45.86
9/1/2020,212,27.95,27.38,27.38,28.33,28.33,28.33,28.33,28.33,28.33,28.33,28.33,27.38,27.38,26.89,28.33,28.33,28.33,44.92,41.03,40.31,41.6,41.03
9/1/2020,213,27.54,27.37,27.37,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.64,27.37,27.37,26.83,27.64,27.64,27.64,42.32,33.89,32.96,33.89,32.96
9/1/2020,214,27.5,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,27.55,26.71,27.55,27.55,27.55,42.02,31.26,30.72,31.34,30.9
9/1/2020,215,26.86,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.9,26.57,26.9,26.9,26.9,34.08,31.3,31.02,31.3,31.02
9/1/2020,216,26.4,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.41,26.39,26.41,26.41,26.41,34.03,29.7,29.14,30.12,29.7
10/1/2020,217,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,30.07,28.06,26.94,27.81,28
10/1/2020,218,25.98,25.95,25.95,25.95,25.95,25.95,26.01,26.01,26.01,26.01,26.01,25.95,25.95,25.95,25.95,25.95,25.95,31.04,27.67,26.59,27.62,27.6
10/1/2020,219,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,25.81,31.02,28.33,25.81,27.54,28.12
10/1/2020,220,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,25.89,29.46,26.72,25.89,26.47,26.75
10/1/2020,221,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,30.1,26.95,26.2,26.7,27.07
10/1/2020,222,26.95,26.95,26.95,26.95,26.95,27.46,26.95,26.95,26.95,26.95,26.95,26.95,26.95,26.95,27.46,27.46,27.46,37.99,27.95,26.95,28.2,27.95
10/1/2020,223,27.94,26.46,26.46,28.25,28.25,42,28.95,28.95,28.25,28.25,28.25,26.46,26.46,26.46,42,42,42,45.9,30.27,28.95,32,29.18
10/1/2020,224,28.71,26.27,26.27,43.29,43.29,44.56,43.29,43.29,29.49,29.49,29.49,26.27,26.27,26.27,44.56,44.56,44.56,45.95,43.53,43.29,43.66,43.29
10/1/2020,225,29.66,26.42,26.42,47.4,47.4,47.4,47.4,47.4,29.87,29.87,29.87,26.42,26.42,26.42,47.4,47.4,47.4,47.4,47.4,47.4,47.4,47.4
10/1/2020,226,28.98,26.45,26.45,40.63,40.63,43.78,40.63,40.63,29.79,29.79,29.79,26.45,26.45,26.45,43.78,43.78,43.78,45.99,52.38,40.63,47.92,53.63
10/1/2020,227,28.72,26.44,26.44,36.26,36.26,39.04,36.26,36.26,29.68,29.68,29.68,26.44,26.44,26.44,39.04,39.04,39.04,46.13,52.95,36.26,46.87,54.33
10/1/2020,228,28.37,26.45,26.45,32.05,32.05,36.14,32.05,32.05,29.47,29.47,29.47,26.45,26.45,26.45,36.14,36.14,36.14,45.98,50.55,32.05,44.2,50.39
10/1/2020,229,28,26.46,26.46,28.64,28.64,37.72,28.64,28.64,28.64,28.64,28.64,26.46,26.46,26.46,44.89,44.89,44.89,45.92,45.94,28.64,41.6,42.56
10/1/2020,230,27.94,26.45,26.45,28.45,28.45,39.01,28.45,28.45,28.45,28.45,28.45,26.45,26.45,26.45,45.98,45.98,45.98,45.98,40.38,28.45,38.01,37.71
10/1/2020,231,27.9,26.43,26.43,28.23,28.23,43.78,28.23,28.23,28.23,28.23,28.23,26.43,26.43,26.43,43.79,43.79,43.79,45.96,37.27,28.23,36.21,37.27
10/1/2020,232,28.16,26.42,26.42,28.85,28.85,45.98,28.85,28.85,28.85,28.85,28.85,26.42,26.42,26.42,45.98,45.98,45.98,45.93,37.73,29.56,36.27,37.73
10/1/2020,233,28.7,26.29,26.29,35.55,35.55,45.6,35.55,35.55,30.09,30.09,29.63,26.29,26.29,26.29,45.6,45.6,45.6,45.07,42.69,36.43,40.62,42.69
10/1/2020,234,28.81,26.14,26.14,43.92,43.92,44.54,43.92,43.92,29.89,29.89,29.63,26.14,26.14,26.14,44.54,44.54,44.54,45.96,48.94,45,47.3,48.94
10/1/2020,235,28.8,26.57,26.57,45.61,45.61,46.72,45.61,45.61,29.49,29.49,29.49,26.57,26.57,26.57,46.72,46.72,46.72,48.17,51.01,46.73,49.97,52
10/1/2020,236,27.91,26.5,26.5,30.01,30.01,30.01,30.01,30.01,29.1,29.1,29.1,26.5,26.5,26.5,30.01,30.01,30.01,46.57,47.68,45.94,47.36,47.68
10/1/2020,237,27.12,26.46,26.46,27.6,27.6,27.6,27.6,27.6,27.6,27.6,27.6,26.46,26.46,26.46,27.6,27.6,27.6,45.69,45.1,45.02,45.21,45.03
10/1/2020,238,26.98,26.65,26.65,27.05,27.05,27.05,35.58,35.58,27.05,27.05,27.05,26.65,26.65,26.65,27.05,27.05,27.05,43.91,41.39,41.29,41.56,41.29
10/1/2020,239,26.46,26.42,26.42,26.42,26.42,26.42,36.34,36.34,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,26.42,39.9,39.9,39.9,39.9,39.9
10/1/2020,240,26,25.88,25.88,25.88,25.88,25.88,26.07,26.07,26.07,26.07,26.07,25.88,25.88,25.88,25.88,25.88,25.88,33.06,33.08,33.04,33.12,33.04
11/1/2020,241,26.53,26.53,26.53,26.53,26.53,26.53,35.01,35.01,26.53,26.53,26.53,26.53,26.53,26.53,26.53,26.53,26.53,35.01,35.01,35.01,35.01,35.01
11/1/2020,242,26.23,26.02,26.02,26.02,26.02,26.02,34,34,26.3,26.3,26.3,26.02,26.02,26.02,26.02,26.02,26.02,34,34,34,34,34
11/1/2020,243,26.01,25.82,25.82,25.82,25.82,25.82,26.15,26.15,26.15,26.15,26.15,25.82,25.82,25.82,25.82,25.82,25.82,31.43,31.43,31.43,31.43,31.43
11/1/2020,244,25.65,25.61,25.61,25.61,25.61,25.61,25.75,25.75,25.75,25.75,25.75,25.61,25.61,25.61,25.61,25.61,25.61,29.14,29.14,29.14,29.14,29.14
11/1/2020,245,25.4,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,29.67,28.84,28.86,28.86,28.84
11/1/2020,246,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,28.43,28.43,28.43,28.43,28.43
11/1/2020,247,25.32,25.25,25.25,25.25,25.25,25.25,25.46,25.46,25.46,25.46,25.46,25.25,25.25,25.25,25.25,25.25,25.25,31.03,29.19,29.22,29.32,28.85
11/1/2020,248,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,25.41,33.76,31.11,31.22,31.32,30.29
11/1/2020,249,25.68,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,25.67,35.68,35.68,35.68,35.68,35.68
11/1/2020,250,25.89,25.86,25.86,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.86,25.86,25.86,25.93,25.93,25.93,40,40,40,40,40
11/1/2020,251,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,25.85,38.03,37.97,38.01,38.08,37.97
11/1/2020,252,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,25.54,37.9,37.9,37.9,37.9,37.9
11/1/2020,253,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,25.19,36.68,34.7,36.08,38.6,34.7
11/1/2020,254,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,25.01,34.08,33,32.96,33.06,32.98
11/1/2020,255,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,24.87,35.02,31.45,31.1,31.59,31.45
11/1/2020,256,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,25.17,35.09,32.38,32.25,32.51,32.25
11/1/2020,257,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,25.55,42.1,33.1,32.55,33.71,32.55
11/1/2020,258,25.66,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,44.03,40.78,40.56,41.05,40.62
11/1/2020,259,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,25.42,41.96,44.68,34.46,44.62,44.5
11/1/2020,260,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,24.78,40.79,34.08,30.01,44.65,33.76
11/1/2020,261,24.13,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,24.11,42.1,32.81,25.74,40.15,32
11/1/2020,262,23.5,23.16,23.16,23.16,23.16,23.16,23.16,23.16,23.8,23.8,23.8,23.16,23.16,23.16,23.16,23.16,23.16,42.07,28.39,23.73,29.38,28.39
11/1/2020,263,22.53,21.33,21.33,21.33,21.33,21.33,21.33,21.33,23.47,23.47,23.47,21.33,21.33,21.33,21.33,21.33,21.33,41.26,29.9,25.24,36.08,29.9
11/1/2020,264,20.71,19.31,19.31,19.31,19.31,19.31,19.31,19.31,23.38,23.38,23.38,19.31,19.31,19.31,19.31,19.31,19.31,35.03,26.5,20.96,39.13,26.5
12/1/2020,265,21.75,20.11,20.11,20.11,20.11,20.11,20.11,20.11,23.42,23.42,23.42,20.11,20.11,20.11,20.11,20.11,20.11,28.62,25.26,22.82,25.26,25.26
12/1/2020,266,20.79,19.37,19.37,19.37,19.37,19.37,19.37,19.37,23.03,23.03,23.03,19.37,19.37,19.37,19.37,19.37,19.37,27.19,23.53,19.37,23.53,23.79
12/1/2020,267,20.48,18.36,18.36,18.36,18.36,18.36,18.36,18.36,23.37,23.37,23.37,18.36,18.36,18.36,18.36,18.36,18.36,27.05,24.15,18.36,24.15,25.1
12/1/2020,268,20.32,18.34,18.34,18.34,18.34,18.34,18.34,18.34,22.99,22.99,22.99,18.34,18.34,18.34,18.34,18.34,18.34,28.07,20.35,18.34,20.65,23.75
12/1/2020,269,19.99,18.16,18.16,18.16,18.16,18.16,18.16,18.16,22.56,22.56,22.56,18.17,18.17,18.17,18.16,18.16,18.16,28.08,20.57,18.16,20.57,23.31
12/1/2020,270,20.33,18.66,18.66,18.66,18.66,18.66,18.66,18.66,22.82,22.82,22.82,18.66,18.66,18.66,18.66,18.66,18.66,31.06,21.04,18.66,21.04,23.58
12/1/2020,271,20.33,17.39,17.39,17.39,17.39,17.39,17.39,17.39,23.72,23.72,23.72,17.99,17.99,17.99,17.39,17.39,17.39,31.08,20.64,17.39,20.64,24.9
12/1/2020,272,21.09,18.22,18.22,18.22,18.22,18.22,18.22,18.22,23.98,23.98,23.98,18.22,18.22,18.22,18.22,18.22,18.22,32.06,29.6,18.22,29.6,29.6
12/1/2020,273,23.52,22.1,22.1,22.1,22.1,22.1,22.1,22.1,24.27,24.27,24.27,22.1,22.1,22.1,22.1,22.1,22.1,32.02,28.42,22.1,28.8,28.6
12/1/2020,274,24.3,23.93,23.93,23.93,23.93,23.93,23.93,23.93,24.75,24.75,24.75,23.93,23.93,23.93,23.93,23.93,23.93,32.03,28.4,23.93,27.47,28.6
12/1/2020,275,24.67,24.23,24.23,24.23,24.23,24.23,24.23,24.23,24.97,24.97,24.97,24.23,24.23,24.23,24.23,24.23,24.23,28.05,28.6,24.23,30.25,28.6
12/1/2020,276,24.97,24.84,24.84,24.84,24.84,24.84,24.84,24.84,25.02,25.02,25.02,24.84,24.84,24.84,24.84,24.84,24.84,31.02,30.38,24.84,28.93,30.9
12/1/2020,277,24.84,24.45,24.45,24.45,24.45,24.45,24.45,24.45,25.03,25.03,25.03,24.45,24.45,24.45,24.45,24.45,24.45,32.02,30.9,24.45,33.53,30.9
12/1/2020,278,24.79,24.41,24.41,24.41,24.41,24.41,24.41,24.41,24.96,24.96,24.96,24.41,24.41,24.41,24.41,24.41,24.41,32.07,28.14,22.46,26.72,29.5
12/1/2020,279,24.99,24.94,24.94,24.94,24.94,24.94,24.94,24.94,24.97,24.97,24.97,24.94,24.94,24.94,24.94,24.94,24.94,32,27.01,20.05,24.31,30.9
12/1/2020,280,25.3,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,25.27,32.05,26.64,21.48,25.33,29.9
12/1/2020,281,25.71,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,25.69,32.08,28.13,24.71,27.36,30.23
12/1/2020,282,26.52,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,34,35.48,26.5,33.73,35.22
12/1/2020,283,26.71,26.67,26.67,26.67,26.67,26.67,26.68,26.68,26.67,26.67,26.67,26.67,26.67,26.67,29.72,29.72,29.72,34.09,47,26.68,38.91,46.87
12/1/2020,284,26.19,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,26.16,34.01,46.53,26.16,40.87,46.47
12/1/2020,285,25.64,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,25.62,32.04,46.54,25.62,38.11,46.51
12/1/2020,286,25.55,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,25.53,28.06,32.07,25.53,30.38,32.07
12/1/2020,287,25.5,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,25.48,31.07,38.1,27.1,35.17,38.1
12/1/2020,288,24.71,24.27,24.27,24.27,24.27,24.27,24.94,24.94,24.94,24.94,24.94,24.27,24.27,24.27,24.27,24.27,24.27,29.18,33.77,26.14,37.81,29.9
