,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL,,,SE1,DK1,Oslo,FI
19-11-2020,7760,1.48,26.82,26.82,42,49.14,52.35,45.05,49.96,20.5,0.89,0.89,2.52,2.52,2.52,,,,,,,,,,7760,4.5356,5.3592,1.682,7.3544
19-11-2020,7761,1.68,26.83,26.83,42.03,49.14,52.35,45.05,49.97,20.51,1.24,1.24,3.14,3.14,3.14,,,,,,,,,,7761,4.5356,5.3476,1.682,7.3312
19-11-2020,7762,1.78,26.85,26.85,42.03,49.15,52.4,45.06,49.98,20.52,1.42,1.42,3.53,3.53,3.53,,,,,,,,,,7762,4.5356,5.3476,1.682,7.3312
19-11-2020,7763,1.78,26.85,26.85,42.04,49.15,52.4,45.08,49.99,20.52,1.43,1.43,3.52,3.52,3.52,,,,,,,,,,7763,4.524,5.3476,1.682,7.3312
19-11-2020,7764,1.77,26.86,26.86,42.06,49.16,52.4,45.1,49.99,20.53,1.43,1.43,3.44,3.44,3.44,,,,,,,,,,7764,4.5124,5.3476,1.682,7.3312
19-11-2020,7765,1.75,26.87,26.87,42.06,49.17,52.49,45.1,50,20.53,1.42,1.42,3.32,3.32,3.32,,,,,,,,,,7765,4.5124,5.3476,1.682,7.3312
19-11-2020,7766,1.75,26.88,26.88,42.09,49.17,52.5,45.1,50,20.54,1.42,1.42,3.2,3.2,3.2,,,,,,,,,,7766,4.5124,5.3476,1.682,7.3196
19-11-2020,7767,1.77,26.88,26.88,42.1,49.19,52.57,45.11,50.01,20.55,1.43,1.43,3.15,3.15,3.15,,,,,,,,,,7767,4.5124,5.336,1.682,7.2964
19-11-2020,7768,1.81,26.9,26.9,42.15,49.22,52.57,45.11,50.02,20.55,1.44,1.44,2.98,2.98,2.98,,,,,,,,,,7768,4.5124,5.336,1.682,7.2848
19-11-2020,7769,1.85,26.9,26.9,42.17,49.25,52.59,45.12,50.06,20.55,1.45,1.45,2.92,2.92,2.92,,,,,,,,,,7769,4.5124,5.336,1.682,7.2848
19-11-2020,7770,2.2,26.9,26.9,42.19,49.25,52.61,45.14,50.06,20.57,1.49,1.49,2.81,2.81,2.81,,,,,,,,,,7770,4.5124,5.336,1.682,7.2848
19-11-2020,7771,2.36,26.91,26.91,42.21,49.27,52.64,45.16,50.06,20.57,1.53,1.53,2.77,2.77,2.77,,,,,,,,,,7771,4.5008,5.3244,1.682,7.2732
19-11-2020,7772,2.11,26.93,26.93,42.26,49.27,52.65,45.16,50.07,20.58,1.48,1.48,2.83,2.83,2.83,,,,,,,,,,7772,4.5008,5.3128,1.682,7.2616
19-11-2020,7773,1.83,26.93,26.93,42.28,49.29,52.65,45.17,50.1,20.58,1.45,1.45,2.83,2.83,2.83,,,,,,,,,,7773,4.5008,5.3128,1.682,7.2616
19-11-2020,7774,1.76,26.93,26.93,42.3,49.3,52.66,45.17,50.1,20.58,1.44,1.44,2.86,2.86,2.86,,,,,,,,,,7774,4.5008,5.3012,1.682,7.2384
19-11-2020,7775,1.69,26.93,26.93,42.31,49.38,52.67,45.19,50.11,20.59,1.43,1.43,2.9,2.9,2.9,,,,,,,,,,7775,4.5008,5.3012,1.682,7.2384
19-11-2020,7776,1.55,26.93,26.93,42.36,49.39,52.67,45.19,50.11,20.59,1.35,1.35,2.86,2.86,2.86,,,,,,,,,,7776,4.5008,5.3012,1.682,7.2384
19-11-2020,7777,1.44,26.93,26.93,42.37,49.39,52.67,45.21,50.12,20.59,0.97,0.97,2.15,2.15,2.15,,,,,,,,,,7777,4.5008,5.3012,1.682,7.2384
20-11-2020,7778,1.44,26.94,26.94,42.39,49.39,52.67,45.23,50.13,20.59,1.27,1.27,1.74,1.74,1.74,,,,,,,,,,7778,4.4892,5.3012,1.682,7.2268
20-11-2020,7779,1.41,26.94,26.94,42.48,49.44,52.68,45.23,50.15,20.59,1.13,1.13,1.53,1.53,1.53,,,,,,,,,,7779,4.4892,5.3012,1.682,7.2268
20-11-2020,7780,1.42,26.94,26.94,42.48,49.44,52.68,45.23,50.15,20.6,1.29,1.29,1.53,1.53,1.53,,,,,,,,,,7780,4.4892,5.3012,1.682,7.2152
20-11-2020,7781,1.43,26.95,26.95,42.55,49.48,52.68,45.23,50.16,20.6,1.4,1.4,1.54,1.54,1.54,,,,,,,,,,7781,4.4892,5.2896,1.682,7.2152
20-11-2020,7782,1.48,26.95,26.95,42.56,49.5,52.69,45.23,50.2,20.6,1.42,1.42,1.67,1.67,1.67,,,,,,,,,,7782,4.4892,5.2896,1.682,7.2036
20-11-2020,7783,1.56,26.96,26.96,42.56,49.5,52.69,45.24,50.21,20.61,1.46,1.46,2.11,2.11,2.11,,,,,,,,,,7783,4.4892,5.2896,1.682,7.2036
20-11-2020,7784,2.02,26.96,26.96,42.62,49.52,52.7,45.24,50.21,20.61,1.51,1.51,2.48,2.48,2.48,,,,,,,,,,7784,4.4892,5.2896,1.682,7.192
20-11-2020,7785,3.66,26.96,26.96,42.65,49.53,52.74,45.25,50.22,20.61,1.62,1.62,2.56,2.56,2.56,,,,,,,,,,7785,4.4776,5.2896,1.682,7.1804
20-11-2020,7786,4.22,26.98,26.98,42.73,49.53,52.76,45.33,50.26,20.62,1.73,1.73,2.76,2.76,2.76,,,,,,,,,,7786,4.4776,5.2896,1.682,7.1804
20-11-2020,7787,4.27,26.98,26.98,42.79,49.53,52.76,45.36,50.27,20.62,1.71,1.71,2.91,2.91,2.91,,,,,,,,,,7787,4.4776,5.2896,1.682,7.1456
20-11-2020,7788,4.33,26.98,26.98,42.82,49.54,52.77,45.38,50.29,20.62,1.72,1.72,3,3,3,,,,,,,,,,7788,4.4776,5.278,1.6704,7.1456
20-11-2020,7789,4.42,26.98,26.98,42.83,49.54,52.77,45.38,50.32,20.63,1.68,1.68,3.15,3.15,3.15,,,,,,,,,,7789,4.4776,5.278,1.6704,7.134
20-11-2020,7790,4.45,26.99,26.99,42.85,49.54,52.78,45.44,50.33,20.63,1.69,1.69,3.41,3.41,3.41,,,,,,,,,,7790,4.466,5.278,1.6704,7.134
20-11-2020,7791,4.46,26.99,26.99,42.85,49.54,52.79,45.45,50.33,20.64,1.65,1.65,3.55,3.55,3.55,,,,,,,,,,7791,4.466,5.2664,1.6704,7.134
20-11-2020,7792,4.7,27,27,42.89,49.55,52.79,45.45,50.35,20.64,1.67,1.67,3.73,3.73,3.73,,,,,,,,,,7792,4.466,5.2548,1.6704,7.1224
20-11-2020,7793,5,27,27,42.9,49.58,52.84,45.46,50.36,20.64,1.64,1.64,4.05,4.05,4.05,,,,,,,,,,7793,4.466,5.2548,1.6704,7.1224
20-11-2020,7794,5.98,27.01,27.01,42.93,49.61,52.85,45.48,50.37,20.66,1.7,1.7,4.27,4.27,4.27,,,,,,,,,,7794,4.4544,5.2548,1.6704,7.1108
20-11-2020,7795,6.81,27.01,27.01,42.95,49.62,52.86,45.48,50.39,20.66,1.72,1.72,4.42,4.42,4.42,,,,,,,,,,7795,4.4544,5.2548,1.6704,7.1108
20-11-2020,7796,6.66,27.02,27.02,42.95,49.62,52.9,45.48,50.39,20.66,1.65,1.65,4.35,4.35,4.35,,,,,,,,,,7796,4.4544,5.2548,1.6704,7.0992
20-11-2020,7797,5.4,27.03,27.03,42.99,49.63,52.9,45.49,50.4,20.66,1.59,1.59,4.5,4.5,4.5,,,,,,,,,,7797,4.4544,5.2432,1.6704,7.0992
20-11-2020,7798,4.77,27.03,27.03,43,49.63,52.9,45.5,50.47,20.67,1.55,1.55,4.65,4.65,4.65,,,,,,,,,,7798,4.4428,5.2432,1.6704,7.0992
20-11-2020,7799,4.26,27.04,27.04,43,49.63,52.91,45.51,50.49,20.67,1.52,1.52,4.69,4.69,4.69,,,,,,,,,,7799,4.4428,5.2316,1.6704,7.076
20-11-2020,7800,3.86,27.05,27.05,43.03,49.64,52.93,45.51,50.5,20.68,1.49,1.49,4.78,4.78,4.78,,,,,,,,,,7800,4.4428,5.22,1.6704,7.076
20-11-2020,7801,3.28,27.05,27.05,43.06,49.64,52.94,45.51,50.52,20.69,1.46,1.46,4.56,4.56,4.98,,,,,,,,,,7801,4.4312,5.22,1.6704,7.0528
21-11-2020,7802,2.65,27.05,27.05,43.09,49.65,52.96,45.56,50.54,20.7,1.41,1.41,4.93,4.93,4.93,,,,,,,,,,7802,4.4312,5.22,1.6704,7.0528
21-11-2020,7803,1.87,27.06,27.06,43.14,49.67,52.96,45.56,50.6,20.7,1.02,1.02,4,4,4,,,,,,,,,,7803,4.4312,5.22,1.6704,7.0528
21-11-2020,7804,1.57,27.06,27.06,43.29,49.67,52.96,45.58,50.61,20.71,0.9,0.9,3.49,3.49,3.49,,,,,,,,,,7804,4.4196,5.22,1.6704,7.0528
21-11-2020,7805,1.48,27.06,27.06,43.3,49.68,53,45.6,50.63,20.72,0.83,0.83,3.06,3.06,3.06,,,,,,,,,,7805,4.4196,5.2084,1.6704,7.0412
21-11-2020,7806,1.43,27.06,27.06,43.38,49.68,53,45.6,50.67,20.73,0.7,0.7,2.29,2.29,2.29,,,,,,,,,,7806,4.4196,5.2084,1.6704,7.0412
21-11-2020,7807,1.39,27.06,27.06,43.39,49.69,53.02,45.61,50.68,20.73,0.65,0.65,1.88,1.88,1.88,,,,,,,,,,7807,4.4196,5.1968,1.6704,7.0296
21-11-2020,7808,1.32,27.07,27.07,43.39,49.71,53.02,45.61,50.69,20.74,0.82,0.82,1.55,1.55,1.55,,,,,,,,,,7808,4.408,5.1968,1.6704,7.0296
21-11-2020,7809,1.41,27.08,27.08,43.39,49.71,53.02,45.62,50.7,20.74,0.92,0.92,1.51,1.51,1.51,,,,,,,,,,7809,4.408,5.1968,1.6704,7.018
21-11-2020,7810,1.43,27.1,27.1,43.4,49.73,53.03,45.64,50.72,20.75,0.88,0.88,1.79,1.79,1.79,,,,,,,,,,7810,4.408,5.1852,1.6704,7.018
21-11-2020,7811,1.47,27.1,27.1,43.4,49.74,53.04,45.65,50.74,20.75,0.97,0.97,1.92,1.92,1.92,,,,,,,,,,7811,4.408,5.1852,1.6704,6.9948
21-11-2020,7812,1.49,27.11,27.11,43.49,49.75,53.07,45.68,50.77,20.76,1.04,1.04,2.11,2.11,2.11,,,,,,,,,,7812,4.408,5.1852,1.6704,6.9716
21-11-2020,7813,1.48,27.11,27.11,43.54,49.77,53.12,45.69,50.78,20.76,1.05,1.05,2.18,2.18,2.18,,,,,,,,,,7813,4.408,5.1736,1.6704,6.96
21-11-2020,7814,1.47,27.11,27.11,43.55,49.78,53.12,45.69,50.8,20.77,0.97,0.97,2.23,2.23,2.23,,,,,,,,,,7814,4.3964,5.1736,1.6704,6.9484
21-11-2020,7815,1.48,27.12,27.12,43.56,49.78,53.15,45.71,50.82,20.78,0.95,0.95,2.64,2.64,2.64,,,,,,,,,,7815,4.3964,5.162,1.6704,6.9368
21-11-2020,7816,1.5,27.13,27.13,43.68,49.82,53.16,45.71,50.83,20.79,0.95,0.95,2.91,2.91,2.91,,,,,,,,,,7816,4.3964,5.162,1.6704,6.9368
21-11-2020,7817,1.59,27.13,27.13,43.7,49.83,53.17,45.71,50.84,20.8,1.06,1.06,3.31,3.31,3.31,,,,,,,,,,7817,4.3964,5.1504,1.6704,6.9252
21-11-2020,7818,1.93,27.13,27.13,43.7,49.83,53.17,45.71,50.87,20.81,1.41,1.41,3.61,3.61,3.61,,,,,,,,,,7818,4.3964,5.1504,1.6704,6.9252
21-11-2020,7819,2.19,27.15,27.15,43.7,49.83,53.17,45.76,50.9,20.81,1.44,1.44,3.69,3.69,3.69,,,,,,,,,,7819,4.3964,5.1504,1.6704,6.9252
21-11-2020,7820,1.97,27.16,27.16,43.72,49.87,53.19,45.79,50.92,20.82,1.43,1.43,3.42,3.42,3.42,,,,,,,,,,7820,4.3964,5.1504,1.6704,6.9136
21-11-2020,7821,1.58,27.16,27.16,43.76,49.88,53.25,45.8,50.92,20.82,1.41,1.41,3.04,3.04,3.04,,,,,,,,,,7821,4.3964,5.1504,1.6704,6.9136
21-11-2020,7822,1.47,27.18,27.18,43.77,49.89,53.26,45.8,50.95,20.83,1.36,1.36,2.17,2.17,2.17,,,,,,,,,,7822,4.3964,5.1388,1.6704,6.902
21-11-2020,7823,1.44,27.18,27.18,43.78,49.89,53.27,45.81,50.95,20.84,1.03,1.03,1.91,1.91,1.91,,,,,,,,,,7823,4.3964,5.1388,1.6704,6.902
21-11-2020,7824,1.4,27.19,27.19,43.78,49.9,53.28,45.84,50.98,20.84,0.93,0.93,1.56,1.56,1.56,,,,,,,,,,7824,4.3964,5.1388,1.6704,6.902
21-11-2020,7825,0.94,27.19,27.19,43.79,49.9,53.31,45.84,50.99,20.84,0.84,0.84,0.93,0.93,0.93,,,,,,,,,,7825,4.3848,5.1272,1.6704,6.8904
22-11-2020,7826,1.31,27.2,27.2,43.82,49.9,53.32,45.84,50.99,20.84,1.07,1.07,1.54,1.54,1.54,,,,,,,,,,7826,4.3848,5.1272,1.6704,6.8904
22-11-2020,7827,0.96,27.2,27.2,43.9,49.91,53.34,45.87,50.99,20.85,0.95,0.95,0.95,0.95,0.95,,,,,,,,,,7827,4.3848,5.1156,1.6704,6.8904
22-11-2020,7828,0.87,27.21,27.21,43.91,49.91,53.36,45.87,51.01,20.87,0.87,0.87,0.87,0.87,0.87,,,,,,,,,,7828,4.3848,5.1156,1.6704,6.8904
22-11-2020,7829,0.82,27.21,27.21,43.91,49.92,53.38,45.89,51.02,20.87,0.81,0.81,0.81,0.81,0.81,,,,,,,,,,7829,4.3848,5.1156,1.6704,6.8788
22-11-2020,7830,0.82,27.22,27.22,43.92,49.92,53.39,45.9,51.02,20.87,0.81,0.81,0.81,0.81,0.81,,,,,,,,,,7830,4.3848,5.1156,1.6704,6.8672
22-11-2020,7831,0.82,27.22,27.22,43.92,49.92,53.44,45.9,51.05,20.88,0.82,0.82,0.82,0.82,0.82,,,,,,,,,,7831,4.3848,5.1156,1.6704,6.8556
22-11-2020,7832,0.76,27.23,27.23,43.93,49.92,53.44,45.91,51.09,20.88,0.74,0.74,0.74,0.74,0.74,,,,,,,,,,7832,4.3848,5.1156,1.6704,6.8556
22-11-2020,7833,0.75,27.24,27.24,43.94,49.95,53.44,45.91,51.1,20.88,0.72,0.72,0.72,0.72,0.72,,,,,,,,,,7833,4.3848,5.104,1.6704,6.8556
22-11-2020,7834,0.95,27.24,27.24,43.96,49.95,53.47,45.91,51.13,20.88,0.93,0.93,0.93,0.93,0.93,,,,,,,,,,7834,4.3732,5.104,1.6704,6.8556
22-11-2020,7835,1.31,27.25,27.25,43.97,49.95,53.49,45.92,51.13,20.88,1.25,1.25,1.34,1.34,1.34,,,,,,,,,,7835,4.3732,5.0924,1.6704,6.844
22-11-2020,7836,1.4,27.25,27.25,44.01,49.96,53.49,45.93,51.18,20.89,1.2,1.2,1.59,1.59,1.59,,,,,,,,,,7836,4.3732,5.0808,1.6704,6.8208
22-11-2020,7837,1.41,27.25,27.25,44.05,49.96,53.5,45.94,51.2,20.89,1.16,1.16,1.68,1.68,1.68,,,,,,,,,,7837,4.3732,5.0808,1.6704,6.8208
22-11-2020,7838,1.41,27.25,27.25,44.05,49.97,53.5,45.95,51.21,20.89,1.11,1.11,1.68,1.68,1.68,,,,,,,,,,7838,4.3732,5.0808,1.6704,6.8092
22-11-2020,7839,1.42,27.26,27.26,44.05,49.98,53.51,45.97,51.21,20.9,1.18,1.18,1.8,1.8,1.8,,,,,,,,,,7839,4.3732,5.0808,1.6704,6.8092
22-11-2020,7840,1.45,27.27,27.27,44.05,49.99,53.52,45.97,51.22,20.91,1.33,1.33,1.91,1.91,1.91,,,,,,,,,,7840,4.3616,5.0692,1.6704,6.7976
22-11-2020,7841,1.53,27.27,27.27,44.06,49.99,53.52,45.98,51.22,20.91,1.41,1.41,2.16,2.16,2.24,,,,,,,,,,7841,4.3616,5.0692,1.6704,6.786
22-11-2020,7842,1.69,27.27,27.27,44.08,50,53.54,45.98,51.22,20.92,1.44,1.44,2.94,2.94,2.94,,,,,,,,,,7842,4.3616,5.0692,1.6704,6.786
22-11-2020,7843,1.92,27.27,27.27,44.11,50,53.6,45.99,51.23,20.93,1.47,1.47,3.08,3.08,3.08,,,,,,,,,,7843,4.3616,5.0576,1.6704,6.7744
22-11-2020,7844,1.93,27.28,27.28,44.11,50,53.62,45.99,51.23,20.94,1.47,1.47,3.05,3.05,3.05,,,,,,,,,,7844,4.3616,5.046,1.6704,6.7744
22-11-2020,7845,1.73,27.29,27.29,44.14,50.01,53.64,46,51.24,20.94,1.46,1.46,2.71,2.71,2.71,,,,,,,,,,7845,4.3616,5.0344,1.6704,6.7744
22-11-2020,7846,1.58,27.3,27.3,44.21,50.01,53.65,46,51.26,20.95,1.46,1.46,2.31,2.31,2.31,,,,,,,,,,7846,4.3616,5.0344,1.6704,6.7628
22-11-2020,7847,1.52,27.33,27.33,44.21,50.02,53.68,46,51.32,20.95,1.43,1.43,1.97,1.97,1.97,,,,,,,,,,7847,4.35,5.0228,1.6704,6.7164
22-11-2020,7848,1.45,27.33,27.33,44.23,50.06,53.73,46,51.36,20.95,1.42,1.42,1.7,1.7,1.7,,,,,,,,,,7848,4.35,5.0228,1.6704,6.7164
22-11-2020,7849,1.26,27.33,27.33,44.24,50.06,53.73,46,51.47,20.98,1.22,1.22,1.22,1.22,1.44,,,,,,,,,,7849,4.35,5.0228,1.6704,6.6932
23-11-2020,7850,1.35,27.33,27.33,44.24,50.06,53.79,46.01,51.51,20.98,1.29,1.29,1.29,1.29,1.29,,,,,,,,,,7850,4.35,5.0112,1.6704,6.6932
23-11-2020,7851,1.12,27.34,27.34,44.24,50.07,53.8,46.02,51.54,20.99,1.02,1.02,1.02,1.02,1.02,,,,,,,,,,7851,4.35,5.0112,1.6704,6.6932
23-11-2020,7852,0.92,27.35,27.35,44.27,50.08,53.83,46.02,51.54,21,0.89,0.89,0.89,0.89,0.89,,,,,,,,,,7852,4.35,4.9996,1.6704,6.6932
23-11-2020,7853,0.99,27.35,27.35,44.27,50.1,53.83,46.04,51.55,21,0.94,0.94,0.94,0.94,0.94,,,,,,,,,,7853,4.35,4.9996,1.6704,6.6932
23-11-2020,7854,1.42,27.35,27.35,44.28,50.1,53.83,46.07,51.55,21,1.39,1.39,1.49,1.49,1.49,,,,,,,,,,7854,4.3384,4.9996,1.6704,6.6816
23-11-2020,7855,1.59,27.36,27.36,44.28,50.11,53.86,46.07,51.58,21,1.43,1.43,2.87,2.87,2.87,,,,,,,,,,7855,4.3384,4.988,1.6704,6.67
23-11-2020,7856,2.69,27.37,27.37,44.34,50.11,53.88,46.08,51.58,21.01,1.52,1.52,3.02,3.02,3.02,,,,,,,,,,7856,4.3384,4.988,1.6704,6.67
23-11-2020,7857,3.94,27.37,27.37,44.37,50.13,53.88,46.08,51.58,21.01,1.59,1.59,3.86,3.86,3.86,,,,,,,,,,7857,4.3384,4.988,1.6588,6.6468
23-11-2020,7858,4.98,27.38,27.38,44.38,50.16,53.9,46.08,51.58,21.01,1.93,1.93,4.1,4.1,4.1,,,,,,,,,,7858,4.3268,4.9764,1.6588,6.6352
23-11-2020,7859,4.85,27.38,27.38,44.39,50.2,53.91,46.08,51.58,21.02,1.91,1.91,4.09,4.09,4.09,,,,,,,,,,7859,4.3268,4.9764,1.6588,6.6352
23-11-2020,7860,4.77,27.38,27.38,44.46,50.21,53.91,46.08,51.6,21.02,1.96,1.96,4.11,4.11,4.11,,,,,,,,,,7860,4.3268,4.9764,1.6588,6.6352
23-11-2020,7861,4.55,27.38,27.38,44.51,50.21,53.92,46.08,51.62,21.02,1.77,1.77,4.19,4.19,4.19,,,,,,,,,,7861,4.3268,4.9648,1.6588,6.6352
23-11-2020,7862,4.14,27.38,27.38,44.53,50.22,53.93,46.1,51.66,21.03,1.62,1.62,4.26,4.26,4.26,,,,,,,,,,7862,4.3152,4.9532,1.6588,6.6352
23-11-2020,7863,4.22,27.39,27.39,44.54,50.26,53.96,46.11,51.67,21.03,1.61,1.61,4.23,4.23,4.23,,,,,,,,,,7863,4.3152,4.9532,1.6588,6.6236
23-11-2020,7864,4.47,27.39,27.39,44.54,50.27,53.98,46.12,51.69,21.04,1.63,1.63,4.42,4.42,4.42,,,,,,,,,,7864,4.3152,4.9532,1.6588,6.612
23-11-2020,7865,4.97,27.4,27.4,44.56,50.29,53.98,46.13,51.7,21.04,1.76,1.76,4.41,4.41,4.41,,,,,,,,,,7865,4.3152,4.93,1.6588,6.612
23-11-2020,7866,5.71,27.4,27.4,44.57,50.33,54,46.13,51.7,21.05,2.26,2.26,4.44,4.44,4.44,,,,,,,,,,7866,4.3152,4.9184,1.6588,6.612
23-11-2020,7867,7.19,27.41,27.41,44.57,50.36,54.02,46.13,51.7,21.05,3.75,3.75,5.3,5.3,5.3,,,,,,,,,,7867,4.3152,4.9184,1.6588,6.612
23-11-2020,7868,6.91,27.42,27.42,44.59,50.37,54.02,46.13,51.72,21.05,5,5,5.44,5.44,5.44,,,,,,,,,,7868,4.3152,4.9068,1.6588,6.6004
23-11-2020,7869,5.78,27.43,27.43,44.64,50.39,54.05,46.15,51.72,21.07,4.13,4.13,5.55,5.55,5.55,,,,,,,,,,7869,4.3036,4.9068,1.6588,6.6004
23-11-2020,7870,4.94,27.43,27.43,44.67,50.39,54.06,46.16,51.73,21.07,2.92,2.92,4.98,4.98,4.98,,,,,,,,,,7870,4.3036,4.8952,1.6588,6.5888
23-11-2020,7871,4.29,27.44,27.44,44.7,50.4,54.08,46.16,51.74,21.08,2.24,2.24,4.6,4.6,4.6,,,,,,,,,,7871,4.3036,4.8952,1.6588,6.5888
23-11-2020,7872,3.4,27.44,27.44,44.76,50.46,54.16,46.17,51.74,21.1,1.68,1.68,3.85,3.85,3.85,,,,,,,,,,7872,4.3036,4.8836,1.6588,6.5888
23-11-2020,7873,2.34,27.44,27.44,44.77,50.47,54.19,46.2,51.75,21.1,1.57,1.57,3,3,3,,,,,,,,,,7873,4.3036,4.8836,1.6588,6.5888
24-11-2020,7874,1.88,27.44,27.44,44.78,50.48,54.2,46.22,51.8,21.1,1.55,1.55,2.47,2.47,2.47,,,,,,,,,,7874,4.292,4.8836,1.6588,6.5888
24-11-2020,7875,1.67,27.44,27.44,44.79,50.49,54.21,46.26,51.84,21.11,1.49,1.49,2.46,2.46,2.46,,,,,,,,,,7875,4.292,4.8604,1.6588,6.5888
24-11-2020,7876,1.65,27.45,27.45,44.81,50.61,54.23,46.27,51.86,21.11,1.48,1.48,2.47,2.47,2.47,,,,,,,,,,7876,4.292,4.8488,1.6588,6.5772
24-11-2020,7877,1.64,27.45,27.45,44.83,50.62,54.29,46.27,51.86,21.11,1.48,1.48,2.48,2.48,2.48,,,,,,,,,,7877,4.292,4.8372,1.6588,6.5772
24-11-2020,7878,1.95,27.48,27.48,44.85,50.63,54.29,46.29,51.87,21.12,1.49,1.49,3.27,3.27,3.27,,,,,,,,,,7878,4.2804,4.8372,1.6588,6.5656
24-11-2020,7879,3.1,27.48,27.48,44.86,50.65,54.32,46.29,51.91,21.12,1.51,1.51,4.44,4.44,4.44,,,,,,,,,,7879,4.2804,4.814,1.6588,6.554
24-11-2020,7880,4.5,27.49,27.49,44.86,50.67,54.33,46.3,51.92,21.13,1.69,1.69,5.84,5.84,5.84,,,,,,,,,,7880,4.2804,4.814,1.6588,6.5424
24-11-2020,7881,6.48,27.5,27.5,44.87,50.68,54.36,46.31,51.92,21.13,3.03,3.03,6.5,6.5,6.5,,,,,,,,,,7881,4.2804,4.8024,1.6588,6.5424
24-11-2020,7882,8.07,27.5,27.5,44.91,50.68,54.39,46.34,51.93,21.13,3.68,3.68,7.43,7.43,7.43,,,,,,,,,,7882,4.2688,4.8024,1.6588,6.5424
24-11-2020,7883,7.02,27.51,27.51,44.97,50.69,54.44,46.35,51.93,21.14,3.7,3.7,7.34,7.34,7.34,,,,,,,,,,7883,4.2688,4.7908,1.6588,6.5424
24-11-2020,7884,6.68,27.52,27.52,45,50.7,54.44,46.35,51.93,21.14,3.68,3.68,7.33,7.33,7.33,,,,,,,,,,7884,4.2688,4.7908,1.6588,6.5308
24-11-2020,7885,6.43,27.52,27.52,45.04,50.71,54.45,46.35,51.95,21.15,3.5,3.5,7.26,7.26,7.26,,,,,,,,,,7885,4.2688,4.7908,1.6588,6.5192
24-11-2020,7886,7.21,27.53,27.53,45.04,50.72,54.46,46.38,51.96,21.15,3.54,3.54,7.46,7.46,7.46,,,,,,,,,,7886,4.2688,4.7908,1.6588,6.5192
24-11-2020,7887,7.54,27.53,27.53,45.06,50.74,54.47,46.39,51.96,21.15,3.52,3.52,7.47,7.47,7.47,,,,,,,,,,7887,4.2688,4.7792,1.6588,6.5076
24-11-2020,7888,7.39,27.54,27.54,45.08,50.77,54.48,46.39,51.99,21.15,3.38,3.38,7.19,7.19,7.19,,,,,,,,,,7888,4.2688,4.7792,1.6588,6.5076
24-11-2020,7889,7.89,27.55,27.55,45.08,50.78,54.49,46.41,52,21.16,3.37,3.37,8.02,8.02,8.02,,,,,,,,,,7889,4.2688,4.7676,1.6588,6.5076
24-11-2020,7890,8.25,27.55,27.55,45.1,50.8,54.5,46.41,52.02,21.16,3.54,3.54,8.23,8.23,8.23,,,,,,,,,,7890,4.2572,4.7676,1.6588,6.496
24-11-2020,7891,8.11,27.55,27.55,45.1,50.82,54.52,46.42,52.05,21.16,3.41,3.41,8.1,8.1,8.1,,,,,,,,,,7891,4.2572,4.756,1.6588,6.496
24-11-2020,7892,7.39,27.56,27.56,45.1,50.83,54.54,46.45,52.06,21.16,3.11,3.11,8.02,8.02,8.02,,,,,,,,,,7892,4.2572,4.756,1.6588,6.496
24-11-2020,7893,6.36,27.57,27.57,45.16,50.92,54.56,46.45,52.07,21.18,2.75,2.75,6.94,6.94,6.94,,,,,,,,,,7893,4.2572,4.756,1.6588,6.4496
24-11-2020,7894,5.49,27.57,27.57,45.21,50.99,54.57,46.46,52.08,21.18,2.36,2.36,6.45,6.45,6.45,,,,,,,,,,7894,4.2456,4.7444,1.6588,6.4496
24-11-2020,7895,4.99,27.58,27.58,45.21,50.99,54.57,46.46,52.11,21.2,2.02,2.02,5.97,5.97,5.97,,,,,,,,,,7895,4.2456,4.7444,1.6588,6.4496
24-11-2020,7896,3.82,27.61,27.61,45.23,50.99,54.59,46.47,52.11,21.21,1.73,1.73,4.99,4.99,4.99,,,,,,,,,,7896,4.2456,4.7328,1.6588,6.4032
24-11-2020,7897,3.17,27.61,27.61,45.23,51.01,54.59,46.48,52.13,21.21,1.59,1.59,4.41,4.41,4.41,,,,,,,,,,7897,4.2456,4.7328,1.6588,6.3916
25-11-2020,7898,3.17,27.61,27.61,45.25,51.02,54.6,46.49,52.13,21.22,1.61,1.61,4.27,4.27,4.27,,,,,,,,,,7898,4.2456,4.7328,1.6588,6.3916
25-11-2020,7899,2.87,27.62,27.62,45.26,51.02,54.6,46.49,52.17,21.23,1.58,1.58,4.13,4.13,4.13,,,,,,,,,,7899,4.2456,4.7328,1.6588,6.38
25-11-2020,7900,2.72,27.62,27.62,45.29,51.05,54.6,46.49,52.17,21.23,1.56,1.56,4.06,4.06,4.06,,,,,,,,,,7900,4.2456,4.7212,1.6588,6.38
25-11-2020,7901,2.61,27.63,27.63,45.42,51.09,54.6,46.5,52.18,21.24,1.56,1.56,3.98,3.98,3.98,,,,,,,,,,7901,4.2456,4.7212,1.6588,6.3568
25-11-2020,7902,2.78,27.63,27.63,45.44,51.1,54.61,46.53,52.19,21.25,1.57,1.57,4.06,4.06,4.06,,,,,,,,,,7902,4.2456,4.7212,1.6588,6.3452
